Cusip,State,Description,Coupon,Maturity Date,Moody Rating,S&P Rating,Price Bid,Price Ask,Yield Bid,Ask Yield to Worst,Ask Yield to Maturity,Quantity Bid(min),Quantity Ask(min),Attributes
="912796W47","N/A","UNITED STATES TREAS BILLS ZERO CPN       0.00000% 05/18/2023","0.000","05/18/2023","--","--","99.973","99.974","4.815","4.746","4.746","5,000(100)","25,000(1,000)",CP D 
="912797FF9","N/A","UNITED STATES TREAS BILLS ZERO CPN       0.00000% 05/23/2023","0.000","05/23/2023","--","--","99.915","99.918","4.436","4.279","4.279","25,000(1,000)","25,000(1,000)",CP D 
="912796ZF9","N/A","UNITED STATES TREAS BILLS ZERO CPN       0.00000% 05/25/2023","0.000","05/25/2023","--","--","99.904","99.906","3.897","3.836","3.836","24,504(50)","5,000(100)",CP D 
="912797FG7","N/A","UNITED STATES TREAS BILLS ZERO CPN       0.00000% 05/30/2023","0.000","05/30/2023","--","--","99.866","99.874","3.495","3.289","3.289","5,000(100)","25,000(1,000)",CP D 
="91282CCD1","N/A","UNITED STATES TREAS SER BB-2023         0.12500% 05/31/2023 NTS NOTE","0.125","05/31/2023","AAA","--","99.783","99.832","5.396","4.206","4.206","35,000(500)","10,000(300)",CP D 
="912828R69","N/A","UNITED STATES TREAS SER L-2023          1.62500% 05/31/2023 NTS NOTE","1.625","05/31/2023","AAA","--","99.851","99.914","5.210","3.686","3.686","75,000(350)","10,000(300)",CP D 
="9128284S6","N/A","UNITED STATES TREAS SER Z-2023          2.75000% 05/31/2023 NTS NOTE","2.750","05/31/2023","AAA","--","99.908","99.955","4.922","3.807","3.807","35,000(250)","35,000(250)",CP D 
="912796ZG7","N/A","UNITED STATES TREAS BILLS ZERO CPN       0.00000% 06/01/2023","0.000","06/01/2023","--","--","99.765","99.769","5.374","5.286","5.286","5,000(100)","14,708(1)",CP D 
="912797FM4","N/A","UNITED STATES TREAS BILLS ZERO CPN       0.00000% 06/06/2023","0.000","06/06/2023","--","--","99.683","99.692","5.527","5.390","5.390","25,000(1,000)","5,000(100)",CP D 
="912796ZP7","N/A","UNITED STATES TREAS BILLS ZERO CPN       0.00000% 06/08/2023","0.000","06/08/2023","--","--","99.653","99.665","5.526","5.333","5.333","10,000(1)","49,950(1)",CP D 
="912797FN2","N/A","UNITED STATES TREAS BILLS ZERO CPN       0.00000% 06/13/2023","0.000","06/13/2023","--","--","99.572","99.575","5.603","5.564","5.564","40,000(1)","15,000(3,000)",CP D 
="912796X53","N/A","UNITED STATES TREAS BILLS ZERO CPN       0.00000% 06/15/2023","0.000","06/15/2023","--","--","99.570","99.578","5.254","5.156","5.156","100,000(300)","15,000(1,000)",CP D 
="912828ZU7","N/A","UNITED STATES TREAS SER AN-2023         0.25000% 06/15/2023 NTS NOTE","0.250","06/15/2023","AAA","NR","99.566","99.625","5.529","4.813","4.813","10,000(300)","10,000(300)",CP D 
="912797FP7","N/A","UNITED STATES TREAS BILLS ZERO CPN       0.00000% 06/20/2023","0.000","06/20/2023","--","--","99.500","99.507","5.240","5.175","5.175","15,000(3,000)","15,000(3,000)",CP D 
="912796ZQ5","N/A","UNITED STATES TREAS BILLS ZERO CPN       0.00000% 06/22/2023","0.000","06/22/2023","--","--","99.472","99.478","5.249","5.179","5.179","5,000(100)","15,000(3,000)",CP D 
="912797FQ5","N/A","UNITED STATES TREAS BILLS ZERO CPN       0.00000% 06/27/2023","0.000","06/27/2023","--","--","99.399","99.406","5.265","5.193","5.193","5,000(100)","15,000(1,000)",CP D 
="912796ZR3","N/A","UNITED STATES TREAS BILLS ZERO CPN       0.00000% 06/29/2023","0.000","06/29/2023","--","--","99.384","99.393","5.149","5.066","5.066","5,000(100)","15,000(3,000)",CP D 
="91282CCK5","N/A","UNITED STATES TREAS SER BC-2023         0.12500% 06/30/2023 NTS NOTE","0.125","06/30/2023","AAA","--","99.336","99.398","5.494","4.995","4.995","35,000(500)","10,000(300)",CP D 
="912828S35","N/A","UNITED STATES TREAS SER M-2023          1.37500% 06/30/2023 NTS NOTE","1.375","06/30/2023","AAA","--","99.501","99.566","5.384","4.862","4.862","35,000(200)","10,000(300)",CP D 
="9128284U1","N/A","UNITED STATES TREAS SER AA-2023         2.62500% 06/30/2023 NTS NOTE","2.625","06/30/2023","AAA","--","99.667","99.734","5.269","4.731","4.731","75,000(350)","10,000(300)",CP D 
="912797FR3","N/A","UNITED STATES TREAS BILLS ZERO CPN       0.00000% 07/05/2023","0.000","07/05/2023","--","--","99.347","99.354","4.798","4.746","4.746","25,000(1,000)","25,000(1,000)",CP D 
="912796ZS1","N/A","UNITED STATES TREAS BILLS ZERO CPN       0.00000% 07/06/2023","0.000","07/06/2023","--","--","99.320","99.328","4.900","4.841","4.841","100,000(300)","100,000(300)",CP D 
="912797FX0","N/A","UNITED STATES TREAS BILLS ZERO CPN       0.00000% 07/11/2023","0.000","07/11/2023","--","--","99.256","99.260","4.886","4.859","4.859","10,000(250)","15,000(1,000)",CP D 
="912796XQ7","N/A","UNITED STATES TREAS BILLS ZERO CPN       0.00000% 07/13/2023","0.000","07/13/2023","--","--","99.211","99.217","5.018","4.966","4.966","5,000(100)","25,000(1,000)",CP D 
="912828ZY9","N/A","UNITED STATES TREAS SER AP-2023         0.12500% 07/15/2023 NTS NOTE","0.125","07/15/2023","--","--","99.118","99.154","5.493","5.276","5.276","35,000(500)","35,000(500)",CP D 
="912797FY8","N/A","UNITED STATES TREAS BILLS ZERO CPN       0.00000% 07/18/2023","0.000","07/18/2023","--","--","99.122","99.130","5.144","5.084","5.084","5,000(100)","15,000(1,000)",CP D 
="912796ZZ5","N/A","UNITED STATES TREAS BILLS ZERO CPN       0.00000% 07/20/2023","0.000","07/20/2023","--","--","99.101","99.110","5.103","5.042","5.042","5,000(100)","100,000(300)",CP D 
="912797FZ5","N/A","UNITED STATES TREAS BILLS ZERO CPN       0.00000% 07/25/2023","0.000","07/25/2023","--","--","99.024","99.039","5.149","5.059","5.059","5,000(100)","15,000(1,000)",CP D 
="912796Y29","N/A","UNITED STATES TREAS BILLS ZERO CPN       0.00000% 07/27/2023","0.000","07/27/2023","--","--","99.003","99.014","5.118","5.048","5.048","5,000(100)","100,000(300)",CP D 
="91282CCN9","N/A","UNITED STATES TREAS SER BD-2023         0.12500% 07/31/2023 NTS NOTE","0.125","07/31/2023","AAA","--","98.937","98.981","5.240","5.031","5.031","75,000(350)","35,000(500)",CP D 
="912828S92","N/A","UNITED STATES TREAS SER N-2023          1.25000% 07/31/2023 NTS NOTE","1.250","07/31/2023","AAA","--","99.199","99.249","5.086","4.846","4.846","35,000(200)","35,000(200)",CP D 
="912828Y61","N/A","UNITED STATES TREAS SER AB-2023         2.75000% 07/31/2023 NTS NOTE","2.750","07/31/2023","AAA","--","99.472","99.542","5.248","4.915","4.915","10,000(300)","10,000(300)",CP D 
="912797GA9","N/A","UNITED STATES TREAS BILLS ZERO CPN       0.00000% 08/01/2023","0.000","08/01/2023","--","--","98.923","98.934","5.175","5.108","5.108","5,000(100)","15,000(3,000)",CP D 
="912796Y37","N/A","UNITED STATES TREAS BILLS ZERO CPN       0.00000% 08/03/2023","0.000","08/03/2023","--","--","98.893","98.904","5.183","5.120","5.120","5,000(100)","15,000(3,000)",CP D 
="912797GF8","N/A","UNITED STATES TREAS BILLS ZERO CPN       0.00000% 08/08/2023","0.000","08/08/2023","--","--","98.862","98.882","5.013","4.914","4.914","5,000(100)","15,000(3,000)",CP D 
="912796XY0","N/A","UNITED STATES TREAS BILLS ZERO CPN       0.00000% 08/10/2023","0.000","08/10/2023","--","--","98.797","98.806","5.180","5.130","5.130","5,000(100)","15,000(3,000)",CP D 
="912833LM0","N/A","U S TREAS SEC       STRIPPED INT PMT     0.00000% 08/15/2023ZERO CPN","0.000","08/15/2023","--","--","98.858","98.907","4.595","4.396","4.396","10,000(100)","2,000(75)",CP D 
="912797GG6","N/A","UNITED STATES TREAS BILLS ZERO CPN       0.00000% 08/15/2023","0.000","08/15/2023","--","--","98.726","98.752","5.176","5.069","5.069","25,000(1,000)","15,000(1,000)",CP D 
="912803BC6","N/A","UNITED STATES TREAS BD STRIPP ZERO CPN   0.00000% 08/15/2023","0.000","08/15/2023","--","--","98.872","98.914","4.538","4.368","4.368","10,000(100)","2,000(75)",CP D 
="912810EQ7","N/A","UNITED STATES TREAS BDS                 6.25000% 08/15/2023","6.250","08/15/2023","AAA","--","100.207","100.588","5.333","3.829","3.829","75,000(350)","35,000(200)",CP D 
="91282CAF8","N/A","UNITED STATES TREAS SER AQ-2023         0.12500% 08/15/2023 NTS NOTE","0.125","08/15/2023","AAA","--","98.708","98.764","5.329","5.105","5.105","35,000(500)","35,000(500)",CP D 
="912828VS6","N/A","UNITED STATES TREAS NTS NOTE            2.50000% 08/15/2023","2.500","08/15/2023","AAA","--","99.297","99.351","5.299","5.086","5.086","35,000(200)","35,000(200)",CP D 
="912796Z36","N/A","UNITED STATES TREAS BILLS ZERO CPN       0.00000% 08/17/2023","0.000","08/17/2023","--","--","98.707","98.724","5.154","5.086","5.086","5,000(100)","5,000(100)",CP 
="912797GH4","N/A","UNITED STATES TREAS BILLS ZERO CPN       0.00000% 08/22/2023","0.000","08/22/2023","--","--","98.627","98.647","5.185","5.108","5.108","25,000(1,000)","15,000(3,000)",CP D 
="912796Z44","N/A","UNITED STATES TREAS BILLS ZERO CPN       0.00000% 08/24/2023","0.000","08/24/2023","--","--","98.612","98.627","5.149","5.081","5.081","5,000(100)","25,000(1,000)",CP D 
="912797GJ0","N/A","UNITED STATES TREAS BILLS ZERO CPN       0.00000% 08/29/2023","0.000","08/29/2023","--","--","98.538","98.545","5.155","5.132","5.132","15,000(3,000)","15,000(1,000)",CP D 
="912796Z51","N/A","UNITED STATES TREAS BILLS ZERO CPN       0.00000% 08/31/2023","0.000","08/31/2023","--","--","98.523","98.547","5.126","5.029","5.029","5,000(100)","25,000(1,000)",CP D 
="91282CCU3","N/A","UNITED STATES TREAS SER BF-2023         0.12500% 08/31/2023 NTS NOTE","0.125","08/31/2023","--","--","98.515","98.578","5.308","5.086","5.086","75,000(350)","35,000(500)",CP D 
="9128282D1","N/A","UNITED STATES TREAS SER P-2023          1.37500% 08/31/2023 NTS NOTE","1.375","08/31/2023","AAA","--","98.883","98.928","5.259","5.103","5.103","35,000(200)","35,000(200)",CP D 
="9128284X5","N/A","UNITED STATES TREAS SER AC-2023         2.75000% 08/31/2023 NTS NOTE","2.750","08/31/2023","AAA","--","99.289","99.325","5.202","5.077","5.077","10,000(300)","35,000(250)",CP D 
="912797GR2","N/A","UNITED STATES TREAS BILLS ZERO CPN       0.00000% 09/05/2023","0.000","09/05/2023","--","--","98.465","98.480","5.080","5.030","5.030","40,000(1)","15,000(1,000)",CP D 
="912796YH6","N/A","UNITED STATES TREAS BILLS ZERO CPN       0.00000% 09/07/2023","0.000","09/07/2023","--","--","98.430","98.452","5.107","5.034","5.034","40,000(1)","15,000(1,000)",CP D 
="912796CQ0","N/A","UNITED STATES TREAS BILLS ZERO CPN       0.00000% 09/14/2023","0.000","09/14/2023","--","--","98.340","98.366","5.092","5.013","5.013","10,000(250)","4,898(100)",CP D 
="91282CAK7","N/A","UNITED STATES TREAS SER AR-2023         0.12500% 09/15/2023 NTS NOTE","0.125","09/15/2023","AAA","--","98.354","98.394","5.172","5.051","5.051","35,000(500)","35,000(500)",CP D 
="912796CR8","N/A","UNITED STATES TREAS BILLS ZERO CPN       0.00000% 09/21/2023","0.000","09/21/2023","--","--","98.271","98.288","5.017","4.966","4.966","100,000(300)","25,000(1,000)",CP D 
="912796CS6","N/A","UNITED STATES TREAS BILLS ZERO CPN       0.00000% 09/28/2023","0.000","09/28/2023","--","--","98.173","98.201","5.032","4.953","4.953","100,000(300)","25,000(1,000)",CP D 
="91282CDA6","N/A","UNITED STATES TREAS SER BG-2023         0.25000% 09/30/2023 NTS NOTE","0.250","09/30/2023","AAA","--","98.172","98.206","5.225","5.133","5.133","35,000(500)","35,000(500)",CP D 
="912828T26","N/A","UNITED STATES TREAS NTS NOTE            1.37500% 09/30/2023","1.375","09/30/2023","AAA","--","98.586","98.648","5.215","5.046","5.046","35,000(200)","10,000(300)",CP D 
="9128285D8","N/A","UNITED STATES TREAS SER AD-2023         2.87500% 09/30/2023 NTS NOTE","2.875","09/30/2023","AAA","--","99.164","99.230","5.133","4.955","4.955","10,000(300)","35,000(250)",CP D 
="912796YJ2","N/A","UNITED STATES TREAS BILLS ZERO CPN 0.00000% 10/05/2023","0.000","10/05/2023","--","--","98.030","98.051","5.179","5.109","5.109","5,000(100)","25,000(1,000)",CP D 
="912797FA0","N/A","UNITED STATES TREAS BILLS ZERO CPN       0.00000% 10/12/2023","0.000","10/12/2023","--","--","97.911","97.924","5.227","5.193","5.193","100,000(300)","100,000(300)",CP D 
="91282CAP6","N/A","UNITED STATES TREAS SER AS-2023         0.12500% 10/15/2023 NTS NOTE","0.125","10/15/2023","AAA","--","97.937","97.975","5.197","5.105","5.105","35,000(500)","35,000(500)",CP D 
="912797FB8","N/A","UNITED STATES TREAS BILLS ZERO CPN       0.00000% 10/19/2023","0.000","10/19/2023","--","--","97.823","97.863","5.220","5.124","5.124","5,000(100)","5,000(100)",CP 
="912797FC6","N/A","UNITED STATES TREAS BILLS ZERO CPN       0.00000% 10/26/2023","0.000","10/26/2023","--","--","97.726","97.753","5.211","5.147","5.147","100,000(300)","10,000(250)",CP D 
="91282CDD0","N/A","UNITED STATES TREAS SER BH-2023         0.37500% 10/31/2023 NTS NOTE","0.375","10/31/2023","AAA","--","97.871","97.910","5.147","5.059","5.059","75,000(350)","35,000(500)",CP D 
="912828T91","N/A","UNITED STATES TREAS SER R-2023          1.62500% 10/31/2023 NTS NOTE","1.625","10/31/2023","AAA","--","98.437","98.496","5.124","4.991","4.991","10,000(300)","10,000(300)",CP D 
="9128285K2","N/A","UNITED STATES TREAS SER AE-2023         2.87500% 10/31/2023 NTS NOTE","2.875","10/31/2023","AAA","--","98.988","99.062","5.137","4.970","4.970","10,000(300)","10,000(300)",CP D 
="912796YT0","N/A","UNITED STATES TREAS BILLS ZERO CPN       0.00000% 11/02/2023","0.000","11/02/2023","--","--","97.647","97.671","5.187","5.119","5.119","5,000(100)","10,000(250)",CP D 
="912797FJ1","N/A","UNITED STATES TREAS BILLS ZERO CPN       0.00000% 11/09/2023","0.000","11/09/2023","--","--","97.563","97.579","5.151","5.118","5.118","25,000(1,000)","15,000(3,000)",CP D 
="912820J65","N/A","U S TREAS NT        STRIPPED PRIN PMT   0.00000% 11/15/2023","0.000","11/15/2023","--","--","97.561","97.666","5.027"," 4.806","4.806","2,000(75)","2,000(75)",CP D 
="912833LP3","N/A","U S TREAS SEC       STRIPPED INT PMT     0.00000% 11/15/2023ZERO CPN","0.000","11/15/2023","--","--","97.709","97.773","4.713","4.582","4.582","10,000(100)","10,000(100)",CP D 
="91282CAW1","N/A","UNITED STATES TREAS SER AT-2023         0.25000% 11/15/2023 NTS NOTE","0.250","11/15/2023","AAA","--","97.658","97.702","5.078","4.987","4.987","35,000(500)","35,000(500)",CP D 
="912828WE6","N/A","UNITED STATES TREAS NTS NOTE            2.75000% 11/15/2023","2.750","11/15/2023","AAA","--","98.890","98.918","5.036","4.980","4.980","35,000(200)","35,000(200)",CP D 
="912796ZD4","N/A","UNITED STATES TREAS BILLS ZERO CPN       0.00000% 11/30/2023","0.000","11/30/2023","--","--","97.503","97.573","4.712","4.577","4.577","25,000(1,000)","25,000(1,000)",CP D 
="91282CDM0","N/A","UNITED STATES TREAS SER BK-2023         0.50000% 11/30/2023 NTS NOTE","0.500","11/30/2023","AAA","--","97.574","97.625","5.101","5.004","5.004","75,000(350)","35,000(500)",CP D 
="912828U57","N/A","UNITED STATES TREAS SER S-2023          2.12500% 11/30/2023 NTS NOTE","2.125","11/30/2023","AAA","--","98.473","98.534","5.018","4.901","4.901","35,000(200)","35,000(200)",CP D 
="9128285P1","N/A","UNITED STATES TREAS SER AF-2023         2.87500% 11/30/2023 NTS NOTE","2.875","11/30/2023","AAA","--","98.863","98.925","5.028","4.910","4.910","10,000(300)","10,000(300)",CP D 
="91282CBA8","N/A","UNITED STATES TREAS SER AU-2023         0.12500% 12/15/2023 NTS NOTE","0.125","12/15/2023","AAA","--","97.204","97.257","5.057","4.961","4.961","35,000(500)","10,000(300)",CP D 
="912796ZN2","N/A","UNITED STATES TREAS BILLS ZERO CPN       0.00000% 12/28/2023","0.000","12/28/2023","--","--","97.246","97.308","4.554","4.448","4.448","10,000(1,000)","25,000(1,000)",CP D 
="91282CDR9","N/A","UNITED STATES TREAS SER BL-2023         0.75000% 12/31/2023 NTS NOTE","0.750","12/31/2023","AAA","--","97.379","97.433","5.066","4.976","4.976","35,000(500)","35,000(500)",CP D 
="912828V23","N/A","UNITED STATES TREAS SER T-2023          2.25000% 12/31/2023 NTS NOTE","2.250","12/31/2023","AAA","--","98.296","98.347","5.051","4.968","4.968","10,000(250)","35,000(200)",CP D 
="9128285U0","N/A","UNITED STATES TREAS SER AG-2023         2.62500% 12/31/2023 NTS NOTE","2.625","12/31/2023","AAA","--","98.532","98.592","5.036","4.938","4.938","35,000(250)","35,000(250)",CP D 
="91282CBE0","N/A","UNITED STATES TREAS SER AJ-2024         0.12500% 01/15/2024 NTS NOTE","0.125","01/15/2024","AAA","--","96.845","96.893","5.002","4.927","4.927","35,000(500)","35,000(500)",CP D 
="912796ZY8","N/A","UNITED STATES TREAS BILLS ZERO CPN       0.00000% 01/25/2024","0.000","01/25/2024","--","--","96.780","96.869","4.793","4.617","4.617","5,000(100)","15,000(3,000)",CP D 
="91282CDV0","N/A","UNITED STATES TREAS SER AW-2024         0.87500% 01/31/2024 NTS NOTE","0.875","01/31/2024","AAA","--","97.174","97.214","4.972","4.914","4.914","35,000(500)","10,000(250)",CP D 
="912828V80","N/A","UNITED STATES TREAS SER G-2024          2.25000% 01/31/2024 NTS NOTE","2.250","01/31/2024","AAA","--","98.128","98.183","4.960","4.880","4.880","10,000(250)","10,000(250)",CP D 
="9128285Z9","N/A","UNITED STATES TREAS SER U-2024          2.50000% 01/31/2024 NTS NOTE","2.500","01/31/2024","AAA","--","98.297","98.355","4.965","4.881","4.881","35,000(250)","35,000(250)",CP D 
="912820L47","N/A","U S TREAS NT        STRIPPED PRIN PMT   0.00000% 02/15/2024","0.000","02/15/2024","--","--","96.385","96.538","4.959","4.745","4.745","5,000(100)","2,000(75)",CP D 
="912833LQ1","N/A","U S TREAS SEC       STRIPPED INT PMT     0.00000% 02/15/2024ZERO CPN","0.000","02/15/2024","--","--","96.593","96.675","4.667","4.551","4.551","10,000(100)","10,000(100)",CP D 
="91282CBM2","N/A","UNITED STATES TREAS SER AK-2024         0.12500% 02/15/2024 NTS NOTE","0.125","02/15/2024","AAA","--","96.493","96.536","4.937","4.876","4.876","35,000(500)","75,000(350)",CP D 
="912828B66","N/A","UNITED STATES TREAS SER B-2024          2.75000% 02/15/2024 NTS NOTE","2.750","02/15/2024","AAA","--","98.406","98.457","4.931","4.860","4.860","10,000(250)","10,000(250)",CP D 
="912796Z28","N/A","UNITED STATES TREAS BILLS ZERO CPN       0.00000% 02/22/2024","0.000","02/22/2024","--","--","96.428","96.475","4.757","4.690","4.690","15,000(3,000)","25,000(1,000)",CP D 
="91282CEA5","N/A","UNITED STATES TREAS SER AY-2024         1.50000% 02/29/2024 NTS NOTE","1.500","02/29/2024","AAA","--","97.398","97.444","4.891","4.830","4.830","35,000(500)","35,000(500)",CP D 
="912828W48","N/A","UNITED STATES TREAS SER H-2024          2.12500% 02/29/2024 NTS NOTE","2.125","02/29/2024","AAA","--","97.886","97.937","4.878","4.812","4.812","35,000(200)","35,000(200)",CP D 
="9128286G0","N/A","UNITED STATES TREAS SER V-2024          2.37500% 02/29/2024 NTS NOTE","2.375","02/29/2024","AAA","--","98.066","98.121","4.893","4.821","4.821","10,000(250)","10,000(250)",CP D 
="91282CBR1","N/A","UNITED STATES TREAS SER AL-2024         0.25000% 03/15/2024 NTS NOTE","0.250","03/15/2024","AAA","--","96.262","96.308","4.892","4.833","4.833","35,000(500)","35,000(500)",CP D 
="912797LL9","N/A","UNITED STATES TREAS BILLS ZERO CPN       0.00000% 03/21/2024","0.000","03/21/2024","--","--","96.028","96.064","4.822","4.777","4.777","10,000(250)","100,000(300)",CP D 
="91282CEG2","N/A","UNITED STATES TREAS SER AZ-2024         2.25000% 03/31/2024 NTS NOTE","2.250","03/31/2024","AAA","--","97.785","97.830","4.865","4.812","4.812","10,000(250)","35,000(500)",CP D 
="912828W71","N/A","UNITED STATES TREAS SER J-2024          2.12500% 03/31/2024 NTS NOTE","2.125","03/31/2024","AAA","--","97.662","97.701","4.886","4.840","4.840","35,000(200)","35,000(200)",CP D 
="91282CBV2","N/A","UNITED STATES TREAS SER AM-2024         0.37500% 04/15/2024 NTS NOTE","0.375","04/15/2024","AAA","--","96.062","96.113","4.824","4.765","4.765","35,000(500)","10,000(250)",CP D 
="912796CX5","N/A","UNITED STATES TREAS BILLS ZERO CPN       0.00000% 04/18/2024","0.000","04/18/2024","--","--","95.717","95.743","4.794","4.763","4.763","25,000(1,000)","25,000(1,000)",CP D 
="91282CEK3","N/A","UNITED STATES TREAS SER BA-2024         2.50000% 04/30/2024 NTS NOTE","2.500","04/30/2024","AAA","--","97.875","97.933","4.797","4.735","4.735","35,000(500)","35,000(500)",CP D 
="912828X70","N/A","UNITED STATES TREAS SER K-2024          2.00000% 04/30/2024 NTS NOTE","2.000","04/30/2024","AAA","--","97.426","97.476","4.784","4.729","4.729","35,000(200)","5,000(250)",CP D 
="9128286R6","N/A","UNITED STATES TREAS SER Y-2024          2.25000% 04/30/2024 NTS NOTE","2.250","04/30/2024","AAA","--","97.656","97.707","4.785","4.729","4.729","35,000(250)","10,000(75)",CP D 
="912820N29","N/A","U S TREAS NT        STRIPPED PRIN PMT   0.00000% 05/15/2024","0.000","05/15/2024","--","--","95.349","95.751","4.833","4.401","4.401","5,000(100)","5,000(100)",CP D 
="912833LR9","N/A","U S TREAS SEC       STRIPPED INT PMT     0.00000% 05/15/2024ZERO CPN","0.000","05/15/2024","--","--","95.612","95.734","4.550","4.420","4.420","10,000(100)","10,000(100)",CP D 
="91282CCC3","N/A","UNITED STATES TREAS SER AN-2024         0.25000% 05/15/2024 NTS NOTE","0.250","05/15/2024","AAA","--","95.658","95.694","4.759","4.721","4.721","20,000(500)","20,000(500)",CP D 
="912828WJ5","N/A","UNITED STATES TREAS NTS NOTE            2.50000% 05/15/2024","2.500","05/15/2024","AAA","--","97.816","97.867","4.768","4.715","4.715","75,000(350)","5,000(250)",CP D 
="91282CER8","N/A","UNITED STATES TREAS SER BC-2024         2.50000% 05/31/2024 NTS NOTE","2.500","05/31/2024","AAA","--","97.767","97.819","4.722","4.669","4.669","35,000(500)","35,000(500)",CP D 
="912828XT2","N/A","UNITED STATES TREAS SER L-2024          2.00000% 05/31/2024 NTS NOTE","2.000","05/31/2024","AAA","--","97.250","97.304","4.737","4.682","4.682","5,000(250)","5,000(250)",CP D 
="91282CCG4","N/A","UNITED STATES TREAS SER AP-2024         0.25000% 06/15/2024 NTS NOTE","0.250","06/15/2024","AAA","--","95.351","95.421","4.705","4.636","4.636","75,000(300)","20,000(500)",CP D 
="91282CEX5","N/A","UNITED STATES TREAS SER BD-2024         3.00000% 06/30/2024 NTS NOTE","3.000","06/30/2024","AAA","--","98.164","98.221","4.692","4.640","4.640","75,000(300)","20,000(500)",CP D 
="912828XX3","N/A","UNITED STATES TREAS SER M-2024          2.00000% 06/30/2024 NTS NOTE","2.000","06/30/2024","AAA","--","97.089","97.183","4.685","4.598","4.598","5,000(250)","20,000(250)",CP D 
="9128286Z8","N/A","UNITED STATES TREAS SER AA-2024         1.75000% 06/30/2024 NTS NOTE","1.750","06/30/2024","AAA","--","96.824","96.914","4.681","4.597","4.597","5,000(250)","20,000(250)",CP D 
="91282CCL3","N/A","UNITED STATES TREAS SER AQ-2024         0.37500% 07/15/2024 NTS NOTE","0.375","07/15/2024","AAA","--","95.250","95.323","4.606","4.539","4.539","75,000(300)","20,000(500)",CP D 
="91282CFA4","N/A","UNITED STATES TREAS SER BE-2024         3.00000% 07/31/2024 NTS NOTE","3.000","07/31/2024","--","--","98.148","98.207","4.587","4.536","4.536","75,000(300)","10,000(250)",CP D 
="912828Y87","N/A","UNITED STATES TREAS SER AB-2024         1.75000% 07/31/2024 NTS NOTE","1.750","07/31/2024","AAA","--","96.687","96.757","4.594","4.533","4.533","75,000(300)","5,000(250)",CP D 
="9128282N9","N/A","UNITED STATES TREAS SER N-2024          2.12500% 07/31/2024 NTS NOTE","2.125","07/31/2024","AAA","--","97.118","97.192","4.598","4.534","4.534","20,000(250)","5,000(250)",CP D 
="912820P84","N/A","U S TREAS NT        STRIPPED PRIN PMT   0.00000% 08/15/2024","0.000","08/15/2024","--","--","94.509","94.716","4.564","4.386","4.386","2,000(75)","2,000(75)",CP D 
="912833LS7","N/A","U S TREAS SEC       STRIPPED INT PMT     0.00000% 08/15/2024ZERO CPN","0.000","08/15/2024","--","--","94.749","94.880","4.357","4.244","4.244","10,000(100)","2,000(75)",CP D 
="91282CCT6","N/A","UNITED STATES TREAS SER AR-2024         0.37500% 08/15/2024 NTS NOTE","0.375","08/15/2024","AAA","--","95.019","95.042","4.513","4.493","4.493","75,000(300)","20,000(500)",CP D 
="912828D56","N/A","UNITED STATES TREAS NTS NOTE            2.37500% 08/15/2024","2.375","08/15/2024","AAA","--","97.421","97.459","4.514","4.483","4.483","75,000(300)","20,000(200)",CP D 
="91282CFG1","N/A","UNITED STATES TREAS SER BG-2024         3.25000% 08/31/2024 NTS NOTE","3.250","08/31/2024","AAA","--","98.441","98.477","4.503","4.474","4.474","75,000(300)","75,000(300)",CP D 
="912828YE4","N/A","UNITED STATES TREAS SER AC-2024         1.25000% 08/31/2024 NTS NOTE","1.250","08/31/2024","AAA","--","95.992","96.014","4.479","4.461","4.461","75,000(300)","20,000(250)",CP D 
="9128282U3","N/A","UNITED STATES TREAS SER P-2024          1.87500% 08/31/2024 NTS NOTE","1.875","08/31/2024","AAA","--","96.730","96.768","4.509","4.479","4.479","75,000(300)","20,000(250)",CP D 
="91282CCX7","N/A","UNITED STATES TREAS SER AS-2024         0.37500% 09/15/2024 NTS NOTE","0.375","09/15/2024","AAA","--","94.798","94.840","4.441","4.407","4.407","20,000(500)","75,000(300)",CP D 
="91282CFN6","N/A","UNITED STATES TREAS SER BH-2024         4.25000% 09/30/2024 NTS NOTE","4.250","09/30/2024","AAA","--","99.777","99.804","4.415","4.396","4.396","75,000(300)","20,000(500)",CP D 
="912828YH7","N/A","UNITED STATES TREAS SER AD-2024         1.50000% 09/30/2024 NTS NOTE","1.500","09/30/2024","AAA","--","96.179","96.214","4.394","4.367","4.367","75,000(300)","20,000(250)",CP D 
="9128282Y5","N/A","UNITED STATES TREAS NOTES               2.12500% 09/30/2024","2.125","09/30/2024","AAA","--","97.011","97.042","4.388","4.365","4.365","75,000(300)","20,000(250)",CP D 
="91282CDB4","N/A","UNITED STATES TREAS SER AT-2024         0.62500% 10/15/2024 NTS NOTE","0.625","10/15/2024","AAA","--","94.879","94.914","4.396","4.370","4.370","20,000(500)","75,000(300)",CP D 
="91282CFQ9","N/A","UNITED STATES TREAS SER BJ-2024         4.37500% 10/31/2024 NTS NOTE","4.375","10/31/2024","AAA","--","100.019","100.041","4.360","4.344","4.344","75,000(300)","20,000(500)",CP D 
="912828YM6","N/A","UNITED STATES TREAS SER AF-2024         1.50000% 10/31/2024 NTS NOTE","1.500","10/31/2024","AAA","--","96.003","96.039","4.361","4.335","4.335","75,000(300)","75,000(300)",CP D 
